"locale","key","term","partOfSpeech","termCategory","phonetic","definition","definitionSource","sampleSentence","extended","termSource","dateFirstRecorded","commentary"
"zh-TW","block-header","Block header","","","","A section in a block containing metadata and a summary of the block's transactions. This is the information hashed when mining.","https://academy.binance.com/zh-TW/glossary/block-header","","","https://academy.binance.com/zh-TW/glossary/block-header","2025-02-01",""
"zh-TW","block-height","區塊高度","","","","The number of blocks in the chain between itself and the first block on that blockchain (genesis block or block 0).","https://academy.binance.com/zh-TW/glossary/block-height","","","https://academy.binance.com/zh-TW/glossary/block-height","2025-02-01",""
"zh-TW","block-reward","出塊獎勵","","","","區塊獎勵 | 定義：區塊鏈協定向每個成功挖礦並驗證的區塊授予加密貨幣礦工的代幣總和。","https://academy.binance.com/zh-TW/glossary/block-reward","","","https://academy.binance.com/zh-TW/glossary/block-reward","2025-02-01",""
"zh-TW","block-time","出塊時間","","","","","","","","","",""
"zh-TW","blockaid","Blockaid","","","","","","","","","",""
"zh-TW","blockchain","區塊鏈","","","","區塊鏈 | 定義：按時間順序記錄加密貨幣交易相關資訊的去中心化數位分類帳。","https://academy.binance.com/zh-TW/glossary/blockchain","","","https://academy.binance.com/zh-TW/glossary/blockchain","2025-02-01",""
"zh-TW","blockchain-explorer","區塊鏈瀏覽器","","","","","","","","","",""
"zh-TW","blockchain-trilemma","區塊鏈的三難困境","","","","","","","","","",""
"zh-TW","bloom-filter","Bloom Filter","","","","A data structure which is able to be used to inform the user whether a particular item is part of a set of items","https://academy.binance.com/zh-TW/glossary/bloom-filter","","","https://academy.binance.com/zh-TW/glossary/bloom-filter","2025-02-01",""
"zh-TW","blue-chip-token","藍籌代幣","","","","藍籌 (Blue-chip) 加密貨幣指的是經過時間考驗的代幣。這些資產受到認可且價值可靠。","https://academy.binance.com/zh-TW/glossary/blue-chip-token","","","https://academy.binance.com/zh-TW/glossary/blue-chip-token","2025-02-01",""
"zh-TW","bnb","BNB","","","","BNB | 定義：於 2017 年 7 月 3 日結束的首次代幣發行之後推出。用來換取交易所交易手續費折扣等。","https://academy.binance.com/zh-TW/glossary/bnb","","","https://academy.binance.com/zh-TW/glossary/bnb","2025-02-01",""
"zh-TW","bnb-chain","BNB Chain","","","","","","","","","",""
"zh-TW","bnsol","BNSOL","","","","BNSOL 是一種可交易代幣，代表您在幣安質押的 SOL。它是一種流動性質押代幣，可提供流動性和資本效率。","https://academy.binance.com/zh-TW/glossary/bnsol","","","https://academy.binance.com/zh-TW/glossary/bnsol","2025-02-01",""
"zh-TW","bollinger-bands","Bollinger Bands","","","","A technical analysis indicator that measures market volatility. It's made of two sidelong bands and a simple moving average.","https://academy.binance.com/zh-TW/glossary/bollinger-bands","","","https://academy.binance.com/zh-TW/glossary/bollinger-bands","2025-02-01",""
"zh-TW","bond","債券","","","","債券是一種固定收益投資，代表投資者向借款人 (通常是企業或政府) 提供的貸款。","https://academy.binance.com/zh-TW/glossary/bond","","","https://academy.binance.com/zh-TW/glossary/bond","2025-02-01",""
"zh-TW","bounty","懸賞","","","","A reward posted by a group or individual to incentivize certain work, behavior (such as referrals), or development.","https://academy.binance.com/zh-TW/glossary/bounty","","","https://academy.binance.com/zh-TW/glossary/bounty","2025-02-01",""
"zh-TW","brain-wallet","腦錢包","","","","","","","","","",""
"zh-TW","brave","Brave","","","","","","","","","",""
"zh-TW","brc-20-tokens","BRC-20 代幣","","","","BRC-20 是一種實驗性代幣標準，可透過比特幣區塊鏈上的 Ordinals 協定鑄造和轉移同質化代幣。","https://academy.binance.com/zh-TW/glossary/brc-20-tokens","","","https://academy.binance.com/zh-TW/glossary/brc-20-tokens","2025-02-01",""
"zh-TW","break-even-point","Break-Even Point (BEP)","","","","The point where the total costs of an operation is equivalent to its current value or revenue.","https://academy.binance.com/zh-TW/glossary/break-even-point","","","https://academy.binance.com/zh-TW/glossary/break-even-point","2025-02-01",""
"zh-TW","breakeven-multiple","Breakeven Multiple","","","","The multiple of the current price by which an asset needs to appreciate in order to reach its previous all-time high.","https://academy.binance.com/zh-TW/glossary/breakeven-multiple","","","https://academy.binance.com/zh-TW/glossary/breakeven-multiple","2025-02-01",""
"zh-TW","breakout","Breakout","","","","When the price of an asset moves outside of a defined range or pattern, typically by breaking out of a support or resistance area.","https://academy.binance.com/zh-TW/glossary/breakout","","","https://academy.binance.com/zh-TW/glossary/breakout","2025-02-01",""
"zh-TW","bridge","跨鏈橋","","","","","","","","","",""
"zh-TW","bscscan","BscScan","","","","BscScan 是專為 BNB 智能鏈 (BSC) 用戶設計的區塊鏈瀏覽器。它是由熱門以太坊區塊鏈瀏覽器 Etherscan 背後的同一團隊所開發。","https://academy.binance.com/zh-TW/glossary/bscscan","","","https://academy.binance.com/zh-TW/glossary/bscscan","2025-02-01",""
"zh-TW","btc","BTC","","","","","","","","","",""
"zh-TW","btc-wallet-address","BTC 錢包地址","","","","BTC 錢包地址是一串獨一無二的字母和數字，用於發送和接收比特幣交易。","https://academy.binance.com/zh-TW/glossary/btc-wallet-address","","","https://academy.binance.com/zh-TW/glossary/btc-wallet-address","2025-02-01",""
"zh-TW","buidl","BUIDL","","","","Originally derived from HODL, a term referring to keeping your heads down and focusing on building your product.","https://academy.binance.com/zh-TW/glossary/buidl","","","https://academy.binance.com/zh-TW/glossary/buidl","2025-02-01",""
"zh-TW","bull-market","Bull Market","","","","A positive trend in prices of a market. It is widely used not only in the cryptocurrency space but also in the traditional markets","https://academy.binance.com/zh-TW/glossary/bull-market","","","https://academy.binance.com/zh-TW/glossary/bull-market","2025-02-01",""
"zh-TW","burner-wallet","一次性錢包","","","","探索一次性錢包，這是一種臨時加密貨幣錢包，用戶可以將其用於安全地與具潛在危險的區塊鏈應用程式互動。","https://academy.binance.com/zh-TW/glossary/burner-wallet","","","https://academy.binance.com/zh-TW/glossary/burner-wallet","2025-02-01",""
"zh-TW","buy-wall","Buy Wall","","","","A single huge buy order or the composition of multiple large buy orders at the same price in the order book of a particular market.","https://academy.binance.com/zh-TW/glossary/buy-wall","","","https://academy.binance.com/zh-TW/glossary/buy-wall","2025-02-01",""
"zh-TW","bytecode","位元組碼","","","","","","","","","",""
"zh-TW","byzantine-fault-tolerance","拜占庭容錯算法","","","","","","","","","",""
"zh-TW","byzantium-fork","拜占庭分叉","","","","","","","","","",""
"zh-TW","candidate-block","候選區塊","","","","候選區塊 | 定義：挖礦節點 (礦工) 創建的臨時區塊，以新增到區塊鏈並獲得區塊獎勵。","https://academy.binance.com/zh-TW/glossary/candidate-block","","","https://academy.binance.com/zh-TW/glossary/candidate-block","2025-02-01",""
"zh-TW","candlestick","Candlestick","","","","A graph representation of price action that displays the open, close, high, and low points within a certain period.","https://academy.binance.com/zh-TW/glossary/candlestick","","","https://academy.binance.com/zh-TW/glossary/candlestick","2025-02-01",""
"zh-TW","capitulation","Capitulation","","","","A period of strong selling activity, where investors give up their positions and sell their holdings as quickly as possible.","https://academy.binance.com/zh-TW/glossary/capitulation","","","https://academy.binance.com/zh-TW/glossary/capitulation","2025-02-01",""
"zh-TW","celo","Celo","","","","","","","","","",""
"zh-TW","censorship-resistance","Censorship-resistance","","","","The property of a cryptocurrency network that prevents any entity from altering transactions on it.","https://academy.binance.com/zh-TW/glossary/censorship-resistance","","","https://academy.binance.com/zh-TW/glossary/censorship-resistance","2025-02-01",""
"zh-TW","central-bank","Central Bank","","","","A financial institution that acts as a monetary authority and manages a states currency, interest rates, and money supply.","https://academy.binance.com/zh-TW/glossary/central-bank","","","https://academy.binance.com/zh-TW/glossary/central-bank","2025-02-01",""
"zh-TW","central-bank-digital-currency-cbdc","中央銀行數位貨幣 (CBDC)","","","","中央銀行數位貨幣 (CBDC) 是由治理央行發行的官方認可數位貨幣。CBDC 可以批發或零售。","https://academy.binance.com/zh-TW/glossary/central-bank-digital-currency-cbdc","","","https://academy.binance.com/zh-TW/glossary/central-bank-digital-currency-cbdc","2025-02-01",""
"zh-TW","central-processing-unit","Central Processing Unit (CPU)","","","","The part of a computer responsible for interpreting instructions of computer programs and executing operations.","https://academy.binance.com/zh-TW/glossary/central-processing-unit","","","https://academy.binance.com/zh-TW/glossary/central-processing-unit","2025-02-01",""
"zh-TW","centralized","Centralized","","","","When the planning and decision-making mechanisms are concentrated in a particular point within a system.","https://academy.binance.com/zh-TW/glossary/centralized","","","https://academy.binance.com/zh-TW/glossary/centralized","2025-02-01",""
"zh-TW","centralized-exchange","中心化交易所","","","","了解中心化交易所的世界、以高流動性、先進交易工具和風險考量而聞名的傳統加密貨幣市場。","https://academy.binance.com/zh-TW/glossary/centralized-exchange","","","https://academy.binance.com/zh-TW/glossary/centralized-exchange","2025-02-01",""
"zh-TW","cex","CEX","","","","","","","","","",""
"zh-TW","chain-id","鏈ID","","","","","","","","","",""
"zh-TW","chatgpt","ChatGPT","","","","ChatGPT 是 OpenAI 開發的語言處理模型，代表自然語言處理 (NLP) 領域的重大進展","https://academy.binance.com/zh-TW/glossary/chatgpt","","","https://academy.binance.com/zh-TW/glossary/chatgpt","2025-02-01",""
"zh-TW","chrome","Chrome","","","","","","","","","",""
"zh-TW","cipher","Cipher","","","","A method for encrypting and decrypting messages. Ciphers can be divided into symmetric or asymmetric, according to their key model.","https://academy.binance.com/zh-TW/glossary/cipher","","","https://academy.binance.com/zh-TW/glossary/cipher","2025-02-01",""
"zh-TW","circulating-supply","Circulating Supply","","","","The best approximate number of cryptocurrency coins or tokens that are publicly available and circulating in the market.","https://academy.binance.com/zh-TW/glossary/circulating-supply","","","https://academy.binance.com/zh-TW/glossary/circulating-supply","2025-02-01",""
"zh-TW","client","客戶端","","","","","","","","","",""
"zh-TW","cloud","Cloud","","","","In computer science, a shared pool of resources, which are made available to multiple users through the Internet.","https://academy.binance.com/zh-TW/glossary/cloud","","","https://academy.binance.com/zh-TW/glossary/cloud","2025-02-01",""
"zh-TW","codefi","Codefi","","","","","","","","","",""
"zh-TW","coin","幣","","","","A cryptocurrency or digital cash that is independent of any other platform, which is used as exchange of value.","https://academy.binance.com/zh-TW/glossary/coin","","","https://academy.binance.com/zh-TW/glossary/coin","2025-02-01",""
"zh-TW","coinbase-pay","Coinbase Pay","","","","","","","","","",""
"zh-TW","coingecko","CoinGecko","","","","","","","","","",""
"zh-TW","cold-storage","冷儲存","","","","了解冷儲存的本質：了解它是什麼、它如何保護您持有的加密貨幣。","https://academy.binance.com/zh-TW/glossary/cold-storage","","","https://academy.binance.com/zh-TW/glossary/cold-storage","2025-02-01",""
